device,log_entry_action,log_entry_action_flags,log_entry_action_source,log_entry_application,log_entry_application_group,log_entry_bytes,log_entry_bytes_received,log_entry_bytes_sent,log_entry_destination_ip,log_entry_destination_location,log_entry_destination_port,log_entry_destination_zone,log_entry_device_name,log_entry_flags,log_entry_generated_time,log_entry_inbound_interface,log_entry_log_forwarding_profile,log_entry_log_id,log_entry_log_subtype,log_entry_log_timestamp,log_entry_log_type,log_entry_nat_destination_ip,log_entry_nat_destination_port,log_entry_nat_source_ip,log_entry_nat_source_port,log_entry_outbound_interface,log_entry_packets,log_entry_packets_received,log_entry_packets_sent,log_entry_private_ip_range,log_entry_protocol,log_entry_repeat_count,log_entry_rule_name,log_entry_sequence_number,log_entry_serial_number,log_entry_session_end_reason,log_entry_source_ip,log_entry_source_port,log_entry_source_zone,log_entry_start_time,log_entry_start_time_acked,log_entry_user_id,log_entry_virtual_system,timestamp
TP-PA850-A,allow,0x0,from-policy,dns,any,1198,1095,103,8.8.8.8,United States,53,Untrust,TP-PA850-A,0x19,2049,ae2,Syslog To SOC VM,011901019052,end,2021/10/13 12:54:53,TRAFFIC,0.0.0.0,0,0.0.0.0,0,ae1,2,1,1,10.0.0.0-10.255.255.255,udp,1,Trust to Untrust,812631294,1,aged-out,10.80.22.2,61879,Trust,2021/10/13 12:54:53,2021/10/13 12:54:22,0,vsys1,Jun 09 17:49:30
